Speed

Station: 4948 speed scores and cummulative difference from calculated score
Entry,4948-1,4948-2,4948-3,Calc'd Score,4948-1 Diff,4948-2 Diff,4948-3 Diff
1131 SRPF_X_11-12 ,5036-32 Dm,3.64,0,0,4,5,2,0,0,0,0,11
1115 SRPF_F_11-12 ,5036-31 Dm,0.83,0,4,1,0,0,0,0,0,0,5
1115 SRPF_F_11-12 ,5036-32 Dm,0.83,0,4,1,0,0,0,0,0,0,5
1121 SRPF_F_11-12 ,5036-31 Dm,4.1,0,3,7,3,2,0,0,0,0,15
1121 SRPF_F_11-12 ,5036-32 Dm,3.88,0,8,5,3,1,0,0,0,0,17
1112 SRPF_F_11-12 ,5036-31 Dm,1.29,0,4,3,0,0,0,0,0,0,7
1112 SRPF_F_11-12 ,5036-32 Dm,1.29,0,4,3,0,0,0,0,0,0,7
1111 SRPF_F_11-12 ,5036-31 Dm,0.75,0,5,0,0,0,0,0,0,0,5
1111 SRPF_F_11-12 ,5036-32 Dm,0.75,0,5,0,0,0,0,0,0,0,5
1127 SRPF_F_11-12 ,5036-31 Dm,1.2,0,8,0,0,0,0,0,0,0,8
1127 SRPF_F_11-12 ,5036-32 Dm,1.2,0,8,0,0,0,0,0,0,0,8
1118 SRPF_F_11-12 ,5036-31 Dm,1.86,0,4,4,1,0,0,0,0,0,9
1118 SRPF_F_11-12 ,5036-32 Dm,2.16,0,6,4,1,0,0,0,0,0,11
1117 SRPF_F_11-12 ,5036-31 Dm,2.2,0,4,4,2,0,0,0,0,0,10
1117 SRPF_F_11-12 ,5036-32 Dm,2.89,0,4,7,2,0,0,0,0,0,13
1133 SRPF_X_11-12 ,5036-31 Dm,2.5,0,6,4,2,0,0,0,0,0,12
1133 SRPF_X_11-12 ,5036-32 Dm,3.01,0,6,4,2,1,0,0,0,0,13
1134 SRPF_X_11-12 ,5036-31 Dm,0.91,0,3,2,0,0,0,0,0,0,5
1134 SRPF_X_11-12 ,5036-32 Dm,1.48,0,3,3,1,0,0,0,0,0,7
1122 SRPF_F_11-12 ,5036-31 Dm,1.82,0,6,4,0,0,0,0,0,0,10
1122 SRPF_F_11-12 ,5036-32 Dm,2.28,0,6,6,0,0,0,0,0,0,12
1119 SRPF_F_11-12 ,5036-31 Dm,3.87,0,3,6,3,2,0,0,0,0,14
1119 SRPF_F_11-12 ,5036-32 Dm,3.47,0,6,6,2,1,0,0,0,0,15
1135 SRPF_X_11-12 ,5036-31 Dm,0.83,0,4,1,0,0,0,0,0,0,5
1135 SRPF_X_11-12 ,5036-32 Dm,0.53,0,2,1,0,0,0,0,0,0,3
1132 SRPF_X_11-12 ,5036-31 Dm,0.95,0,1,2,1,0,0,0,0,0,4
1132 SRPF_X_11-12 ,5036-32 Dm,0.87,0,2,1,1,0,0,0,0,0,4
1130 SRPF_X_11-12 ,5036-31 Dm,0.75,0,5,0,0,0,0,0,0,0,5
1130 SRPF_X_11-12 ,5036-32 Dm,0.6,0,4,0,0,0,0,0,0,0,4
1128 SRPF_F_11-12 ,5036-31 Dm,2.08,0,4,2,3,0,0,0,0,0,9
1128 SRPF_F_11-12 ,5036-32 Dm,0.75,0,5,0,0,0,0,0,0,0,5
1113 SRPF_F_11-12 ,5036-31 Dm,2.37,0,4,4,1,1,0,0,0,0,10
1113 SRPF_F_11-12 ,5036-32 Dm,2.49,0,4,6,0,1,0,0,0,0,11
1124 SRPF_F_11-12 ,5036-31 Dm,0.75,0,5,0,0,0,0,0,0,0,5
1124 SRPF_F_11-12 ,5036-32 Dm,0.6,0,4,0,0,0,0,0,0,0,4
1125 SRPF_F_11-12 ,5036-31 Dm,1.36,0,6,2,0,0,0,0,0,0,8
1125 SRPF_F_11-12 ,5036-32 Dm,1.06,0,4,2,0,0,0,0,0,0,6
1114 SRPF_F_11-12 ,5036-31 Dm,1.75,0,1,4,2,0,0,0,0,0,7
1114 SRPF_F_11-12 ,5036-32 Dm,1.98,0,1,5,2,0,0,0,0,0,8
1129 SRPF_X_11-12 ,5036-31 Dm,3.05,0,4,4,3,1,0,0,0,0,12
1129 SRPF_X_11-12 ,5036-32 Dm,3.69,0,3,3,6,1,0,0,0,0,13

Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Avg Clicks/Heat,Heat Count
5036-21 Dp,1.12,0,141,21,8,1,0,0,0,0,6.58,26
5036-22 Dp,1.11,0,134,20,9,0,0,0,0,0,6.52,25

5036 Dp Avg Diff vs Judge Scores
Entry,Davg,5036-21 Dp,5036-22 Dp
1122 SRPF_F_11-12 ,3.42,3.34,3.49
1113 SRPF_F_11-12 ,1.81,1.7,1.93
1121 SRPF_F_11-12 ,1.78,1.78,1.78
1131 SRPF_X_11-12 ,1.64,1.91,1.36
1119 SRPF_F_11-12 ,1.55,1.55,1.55
1133 SRPF_X_11-12 ,1.36,1.36,1.36
1128 SRPF_F_11-12 ,1.2,1.2,1.2
1124 SRPF_F_11-12 ,1.2,1.2,1.2
1135 SRPF_X_11-12 ,1.12,1.2,1.05
1120 SRPF_F_11-12 ,1.05,1.05,1.05
1115 SRPF_F_11-12 ,1.05,1.05,1.05
1123 SRPF_F_11-12 ,0.98,0.98,0.98
1126 SRPF_F_11-12 ,0.9,0.9,0.9
1134 SRPF_X_11-12 ,0.9,0.9,0.9
1130 SRPF_X_11-12 ,0.9,0.9,0.9
1110 SRPF_F_11-12 ,0.83,0.83,0.83
1117 SRPF_F_11-12 ,0.82,0.75,0.9
1129 SRPF_X_11-12 ,0.79,0.83,0.75
1111 SRPF_F_11-12 ,0.75,0.75,0.75
1127 SRPF_F_11-12 ,0.75,0.75,0.75
1125 SRPF_F_11-12 ,0.75,0.75,0.75
1116 SRPF_F_11-12 ,0.68,0.75,0.6
1112 SRPF_F_11-12 ,0.68,0.68,0.68
1118 SRPF_F_11-12 ,0.6,0.6,0.6
1132 SRPF_X_11-12 ,0.53,1.05,0
1114 SRPF_F_11-12 ,0.45,0.45,0.45

5036 Dp Relative Rankings
Entry,Rank,5036-21 Dp,5036-22 Dp
1122 SRPF_F_11-12 ,1,1,1
1113 SRPF_F_11-12 ,2,4,2
1121 SRPF_F_11-12 ,3,3,3
1131 SRPF_X_11-12 ,4,2,5
1119 SRPF_F_11-12 ,5,5,4
1133 SRPF_X_11-12 ,6,6,6
1128 SRPF_F_11-12 ,7,7,7
1124 SRPF_F_11-12 ,8,8,8
1135 SRPF_X_11-12 ,9,9,9
1120 SRPF_F_11-12 ,10,10,10
1115 SRPF_F_11-12 ,11,11,11
1123 SRPF_F_11-12 ,12,13,12
1126 SRPF_F_11-12 ,13,14,13
1134 SRPF_X_11-12 ,14,15,14
1130 SRPF_X_11-12 ,15,16,15
1110 SRPF_F_11-12 ,16,17,17
1117 SRPF_F_11-12 ,17,19,16
1129 SRPF_X_11-12 ,18,18,18
1111 SRPF_F_11-12 ,19,20,19
1127 SRPF_F_11-12 ,20,21,20
1125 SRPF_F_11-12 ,21,22,21
1116 SRPF_F_11-12 ,22,23,23
1112 SRPF_F_11-12 ,23,24,22
1118 SRPF_F_11-12 ,24,25,24
1132 SRPF_X_11-12 ,25,12,26
1114 SRPF_F_11-12 ,26,26,25

Entry,Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Total Clicks
1120 SRPF_F_11-12 ,5036-21 Dp,1.05,0,7,0,0,0,0,0,0,0,7
1120 SRPF_F_11-12 ,5036-22 Dp,1.05,0,7,0,0,0,0,0,0,0,7
1126 SRPF_F_11-12 ,5036-21 Dp,0.9,0,6,0,0,0,0,0,0,0,6
1126 SRPF_F_11-12 ,5036-22 Dp,0.9,0,6,0,0,0,0,0,0,0,6
1123 SRPF_F_11-12 ,5036-21 Dp,0.98,0,5,1,0,0,0,0,0,0,6
1123 SRPF_F_11-12 ,5036-22 Dp,0.98,0,5,1,0,0,0,0,0,0,6
1110 SRPF_F_11-12 ,5036-21 Dp,0.83,0,4,1,0,0,0,0,0,0,5
1110 SRPF_F_11-12 ,5036-22 Dp,0.83,0,4,1,0,0,0,0,0,0,5
1116 SRPF_F_11-12 ,5036-21 Dp,0.75,0,5,0,0,0,0,0,0,0,5
1116 SRPF_F_11-12 ,5036-22 Dp,0.6,0,4,0,0,0,0,0,0,0,4
1131 SRPF_X_11-12 ,5036-21 Dp,1.91,0,4,2,1,1,0,0,0,0,8
1131 SRPF_X_11-12 ,5036-22 Dp,1.36,0,3,1,2,0,0,0,0,0,6
1115 SRPF_F_11-12 ,5036-21 Dp,1.05,0,7,0,0,0,0,0,0,0,7
1115 SRPF_F_11-12 ,5036-22 Dp,1.05,0,7,0,0,0,0,0,0,0,7
1121 SRPF_F_11-12 ,5036-21 Dp,1.78,0,5,3,1,0,0,0,0,0,9
1121 SRPF_F_11-12 ,5036-22 Dp,1.78,0,5,3,1,0,0,0,0,0,9
1112 SRPF_F_11-12 ,5036-21 Dp,0.68,0,3,1,0,0,0,0,0,0,4
1112 SRPF_F_11-12 ,5036-22 Dp,0.68,0,3,1,0,0,0,0,0,0,4
1111 SRPF_F_11-12 ,5036-21 Dp,0.75,0,5,0,0,0,0,0,0,0,5
1111 SRPF_F_11-12 ,5036-22 Dp,0.75,0,5,0,0,0,0,0,0,0,5
1127 SRPF_F_11-12 ,5036-21 Dp,0.75,0,5,0,0,0,0,0,0,0,5
1127 SRPF_F_11-12 ,5036-22 Dp,0.75,0,5,0,0,0,0,0,0,0,5
1118 SRPF_F_11-12 ,5036-21 Dp,0.6,0,4,0,0,0,0,0,0,0,4
1118 SRPF_F_11-12 ,5036-22 Dp,0.6,0,4,0,0,0,0,0,0,0,4
1117 SRPF_F_11-12 ,5036-21 Dp,0.75,0,5,0,0,0,0,0,0,0,5
1117 SRPF_F_11-12 ,5036-22 Dp,0.9,0,6,0,0,0,0,0,0,0,6
1133 SRPF_X_11-12 ,5036-21 Dp,1.36,0,6,2,0,0,0,0,0,0,8
1133 SRPF_X_11-12 ,5036-22 Dp,1.36,0,6,2,0,0,0,0,0,0,8
1134 SRPF_X_11-12 ,5036-21 Dp,0.9,0,6,0,0,0,0,0,0,0,6
1134 SRPF_X_11-12 ,5036-22 Dp,0.9,0,6,0,0,0,0,0,0,0,6
1122 SRPF_F_11-12 ,5036-21 Dp,3.34,0,4,6,4,0,0,0,0,0,14
1122 SRPF_F_11-12 ,5036-22 Dp,3.49,0,5,6,4,0,0,0,0,0,15
1119 SRPF_F_11-12 ,5036-21 Dp,1.55,0,5,2,1,0,0,0,0,0,8
1119 SRPF_F_11-12 ,5036-22 Dp,1.55,0,5,2,1,0,0,0,0,0,8
1135 SRPF_X_11-12 ,5036-21 Dp,1.2,0,8,0,0,0,0,0,0,0,8
1135 SRPF_X_11-12 ,5036-22 Dp,1.05,0,7,0,0,0,0,0,0,0,7
1132 SRPF_X_11-12 ,5036-21 Dp,1.05,0,7,0,0,0,0,0,0,0,7
1132 SRPF_X_11-12 ,5036-22 Dp,0,0,0,0,0,0,0,0,0,0,0
1130 SRPF_X_11-12 ,5036-21 Dp,0.9,0,6,0,0,0,0,0,0,0,6
1130 SRPF_X_11-12 ,5036-22 Dp,0.9,0,6,0,0,0,0,0,0,0,6
1128 SRPF_F_11-12 ,5036-21 Dp,1.2,0,8,0,0,0,0,0,0,0,8
1128 SRPF_F_11-12 ,5036-22 Dp,1.2,0,8,0,0,0,0,0,0,0,8
1113 SRPF_F_11-12 ,5036-21 Dp,1.7,0,6,2,1,0,0,0,0,0,9
1113 SRPF_F_11-12 ,5036-22 Dp,1.93,0,6,3,1,0,0,0,0,0,10
1124 SRPF_F_11-12 ,5036-21 Dp,1.2,0,8,0,0,0,0,0,0,0,8
1124 SRPF_F_11-12 ,5036-22 Dp,1.2,0,8,0,0,0,0,0,0,0,8
1125 SRPF_F_11-12 ,5036-21 Dp,0.75,0,5,0,0,0,0,0,0,0,5
1125 SRPF_F_11-12 ,5036-22 Dp,0.75,0,5,0,0,0,0,0,0,0,5
1114 SRPF_F_11-12 ,5036-21 Dp,0.45,0,3,0,0,0,0,0,0,0,3
1114 SRPF_F_11-12 ,5036-22 Dp,0.45,0,3,0,0,0,0,0,0,0,3
1129 SRPF_X_11-12 ,5036-21 Dp,0.83,0,4,1,0,0,0,0,0,0,5
1129 SRPF_X_11-12 ,5036-22 Dp,0.75,0,5,0,0,0,0,0,0,0,5

Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Avg Clicks/Heat,Heat Count
5063-41 Dr,3.04,191,190,52,24,3,0,0,0,0,19.17,24
5063-42 Dr,3.01,199,171,60,25,1,0,0,0,0,19.0,24

5063 Dr Avg Diff vs Judge Scores
Entry,Davg,5063-41 Dr,5063-42 Dr
517 SRIF60_F_9 (S) ,4.87,4.9,4.83
518 SRIF60_F_9 (S) ,4.18,4.04,4.32
513 SRIF60_F_9 (S) ,4.05,3.95,4.15
520 SRIF60_F_9 (S) ,3.83,3.65,4
508 SRIF60_F_8 ,3.77,3.77,3.77
503 SRIF60_F_7 and under ,3.71,3.96,3.45
514 SRIF60_F_9 (S) ,3.7,3.74,3.65
511 SRIF60_F_9 (S) ,3.55,3.65,3.45
519 SRIF60_F_9 (S) ,3.46,3.58,3.35
522 SRIF60_F_9 (S) ,3.26,3.16,3.36
516 SRIF60_F_9 (S) ,2.96,2.84,3.08
502 SRIF60_F_7 and under ,2.87,2.87,2.87
509 SRIF60_F_8 ,2.85,2.85,2.85
521 SRIF60_F_9 (S) ,2.8,3.09,2.52
507 SRIF60_F_8 ,2.75,2.75,2.75
523 SRIF60_F_9 (S) ,2.69,2.81,2.57
506 SRIF60_F_7 and under ,2.57,2.68,2.45
501 SRIF60_F_7 and under ,2.53,2.49,2.57
499 SRIF60_F_7 and under ,2.46,2.54,2.39
515 SRIF60_F_9 (S) ,2.4,2.47,2.32
500 SRIF60_F_7 and under ,2.07,2.07,2.07
504 SRIF60_F_7 and under ,2.07,1.95,2.19
510 SRIF60_F_8 ,2.0,2,2
505 SRIF60_F_7 and under ,1.32,1.26,1.38

5063 Dr Relative Rankings
Entry,Rank,5063-41 Dr,5063-42 Dr
517 SRIF60_F_9 (S) ,1,1,1
518 SRIF60_F_9 (S) ,2,2,2
513 SRIF60_F_9 (S) ,3,4,3
520 SRIF60_F_9 (S) ,4,7,4
508 SRIF60_F_8 ,5,5,5
503 SRIF60_F_7 and under ,6,3,7
514 SRIF60_F_9 (S) ,7,6,6
511 SRIF60_F_9 (S) ,8,8,8
519 SRIF60_F_9 (S) ,9,9,10
522 SRIF60_F_9 (S) ,10,10,9
516 SRIF60_F_9 (S) ,11,14,11
502 SRIF60_F_7 and under ,12,12,12
509 SRIF60_F_8 ,13,13,13
521 SRIF60_F_9 (S) ,14,11,17
507 SRIF60_F_8 ,15,16,14
523 SRIF60_F_9 (S) ,16,15,15
506 SRIF60_F_7 and under ,17,17,18
501 SRIF60_F_7 and under ,18,19,16
499 SRIF60_F_7 and under ,19,18,19
515 SRIF60_F_9 (S) ,20,20,20
500 SRIF60_F_7 and under ,21,21,22
504 SRIF60_F_7 and under ,22,23,21
510 SRIF60_F_8 ,23,22,23
505 SRIF60_F_7 and under ,24,24,24

Entry,Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Total Clicks
519 SRIF60_F_9 (S) ,5063-41 Dr,3.58,3,10,6,1,0,0,0,0,0,20
519 SRIF60_F_9 (S) ,5063-42 Dr,3.35,3,10,5,1,0,0,0,0,0,19
523 SRIF60_F_9 (S) ,5063-41 Dr,2.81,19,2,1,0,0,0,0,0,0,22
523 SRIF60_F_9 (S) ,5063-42 Dr,2.57,17,2,1,0,0,0,0,0,0,20
515 SRIF60_F_9 (S) ,5063-41 Dr,2.47,8,7,2,0,0,0,0,0,0,17
515 SRIF60_F_9 (S) ,5063-42 Dr,2.32,8,6,2,0,0,0,0,0,0,16
505 SRIF60_F_7 and under ,5063-41 Dr,1.26,8,2,0,0,0,0,0,0,0,10
505 SRIF60_F_7 and under ,5063-42 Dr,1.38,9,2,0,0,0,0,0,0,0,11
503 SRIF60_F_7 and under ,5063-41 Dr,3.96,11,10,2,2,0,0,0,0,0,25
503 SRIF60_F_7 and under ,5063-42 Dr,3.45,13,5,2,2,0,0,0,0,0,22
510 SRIF60_F_8 ,5063-41 Dr,2,5,4,2,1,0,0,0,0,0,12
510 SRIF60_F_8 ,5063-42 Dr,2,5,4,2,1,0,0,0,0,0,12
502 SRIF60_F_7 and under ,5063-41 Dr,2.87,6,9,2,1,0,0,0,0,0,18
502 SRIF60_F_7 and under ,5063-42 Dr,2.87,6,9,2,1,0,0,0,0,0,18
501 SRIF60_F_7 and under ,5063-41 Dr,2.49,6,8,1,1,0,0,0,0,0,16
501 SRIF60_F_7 and under ,5063-42 Dr,2.57,6,7,2,1,0,0,0,0,0,16
513 SRIF60_F_9 (S) ,5063-41 Dr,3.95,1,10,2,4,1,0,0,0,0,18
513 SRIF60_F_9 (S) ,5063-42 Dr,4.15,2,9,3,4,1,0,0,0,0,19
499 SRIF60_F_7 and under ,5063-41 Dr,2.54,13,5,1,0,0,0,0,0,0,19
499 SRIF60_F_7 and under ,5063-42 Dr,2.39,13,4,1,0,0,0,0,0,0,18
518 SRIF60_F_9 (S) ,5063-41 Dr,4.04,5,13,5,1,0,0,0,0,0,24
518 SRIF60_F_9 (S) ,5063-42 Dr,4.32,6,11,7,1,0,0,0,0,0,25
508 SRIF60_F_8 ,5063-41 Dr,3.77,10,8,3,2,0,0,0,0,0,23
508 SRIF60_F_8 ,5063-42 Dr,3.77,10,8,3,2,0,0,0,0,0,23
514 SRIF60_F_9 (S) ,5063-41 Dr,3.74,4,10,1,3,1,0,0,0,0,19
514 SRIF60_F_9 (S) ,5063-42 Dr,3.65,4,9,2,4,0,0,0,0,0,19
517 SRIF60_F_9 (S) ,5063-41 Dr,4.9,10,14,4,2,0,0,0,0,0,30
517 SRIF60_F_9 (S) ,5063-42 Dr,4.83,10,12,5,2,0,0,0,0,0,29
500 SRIF60_F_7 and under ,5063-41 Dr,2.07,11,5,0,0,0,0,0,0,0,16
500 SRIF60_F_7 and under ,5063-42 Dr,2.07,11,5,0,0,0,0,0,0,0,16
511 SRIF60_F_9 (S) ,5063-41 Dr,3.65,2,11,1,3,1,0,0,0,0,18
511 SRIF60_F_9 (S) ,5063-42 Dr,3.45,2,10,3,3,0,0,0,0,0,18
520 SRIF60_F_9 (S) ,5063-41 Dr,3.65,4,12,3,2,0,0,0,0,0,21
520 SRIF60_F_9 (S) ,5063-42 Dr,4,5,12,4,2,0,0,0,0,0,23
516 SRIF60_F_9 (S) ,5063-41 Dr,2.84,13,7,1,0,0,0,0,0,0,21
516 SRIF60_F_9 (S) ,5063-42 Dr,3.08,15,7,1,0,0,0,0,0,0,23
521 SRIF60_F_9 (S) ,5063-41 Dr,3.09,10,8,3,0,0,0,0,0,0,21
521 SRIF60_F_9 (S) ,5063-42 Dr,2.52,9,5,3,0,0,0,0,0,0,17
509 SRIF60_F_8 ,5063-41 Dr,2.85,14,4,1,1,0,0,0,0,0,20
509 SRIF60_F_8 ,5063-42 Dr,2.85,14,4,1,1,0,0,0,0,0,20
504 SRIF60_F_7 and under ,5063-41 Dr,1.95,10,5,0,0,0,0,0,0,0,15
504 SRIF60_F_7 and under ,5063-42 Dr,2.19,12,5,0,0,0,0,0,0,0,17
506 SRIF60_F_7 and under ,5063-41 Dr,2.68,4,7,5,0,0,0,0,0,0,16
506 SRIF60_F_7 and under ,5063-42 Dr,2.45,4,7,4,0,0,0,0,0,0,15
507 SRIF60_F_8 ,5063-41 Dr,2.75,11,8,1,0,0,0,0,0,0,20
507 SRIF60_F_8 ,5063-42 Dr,2.75,11,8,1,0,0,0,0,0,0,20
522 SRIF60_F_9 (S) ,5063-41 Dr,3.16,3,11,5,0,0,0,0,0,0,19
522 SRIF60_F_9 (S) ,5063-42 Dr,3.36,4,10,6,0,0,0,0,0,0,20

Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Avg Clicks/Heat,Heat Count
5063-31 Dm,1.55,1,88,64,21,4,0,0,0,0,7.42,24
5063-32 Dm,1.67,0,95,69,19,7,0,0,0,0,7.92,24

5063 Dm Avg Diff vs Judge Scores
Entry,Davg,5063-31 Dm,5063-32 Dm
513 SRIF60_F_9 (S) ,5.16,4.99,5.33
517 SRIF60_F_9 (S) ,4.1,3.97,4.23
511 SRIF60_F_9 (S) ,3.73,3.45,4
518 SRIF60_F_9 (S) ,3.21,3,3.41
514 SRIF60_F_9 (S) ,2.98,2.73,3.23
510 SRIF60_F_8 ,2.35,2.32,2.39
519 SRIF60_F_9 (S) ,2.13,2.08,2.19
520 SRIF60_F_9 (S) ,2.09,2.17,2.02
502 SRIF60_F_7 and under ,1.63,1.59,1.67
501 SRIF60_F_7 and under ,1.44,1.44,1.44
503 SRIF60_F_7 and under ,1.32,1.32,1.32
522 SRIF60_F_9 (S) ,1.14,0.91,1.36
515 SRIF60_F_9 (S) ,1.06,1.06,1.06
509 SRIF60_F_8 ,0.95,0.99,0.91
521 SRIF60_F_9 (S) ,0.76,0.76,0.76
506 SRIF60_F_7 and under ,0.72,0.68,0.76
508 SRIF60_F_8 ,0.68,0.68,0.68
507 SRIF60_F_8 ,0.68,0.68,0.68
500 SRIF60_F_7 and under ,0.64,0.6,0.68
499 SRIF60_F_7 and under ,0.49,0.45,0.53
504 SRIF60_F_7 and under ,0.45,0.45,0.45
523 SRIF60_F_9 (S) ,0.38,0.3,0.45
505 SRIF60_F_7 and under ,0.3,0.3,0.3
516 SRIF60_F_9 (S) ,0.3,0.3,0.3

5063 Dm Relative Rankings
Entry,Rank,5063-31 Dm,5063-32 Dm
513 SRIF60_F_9 (S) ,1,1,1
517 SRIF60_F_9 (S) ,2,2,2
511 SRIF60_F_9 (S) ,3,3,3
518 SRIF60_F_9 (S) ,4,4,4
514 SRIF60_F_9 (S) ,5,5,5
510 SRIF60_F_8 ,6,6,6
519 SRIF60_F_9 (S) ,7,8,7
520 SRIF60_F_9 (S) ,8,7,8
502 SRIF60_F_7 and under ,9,9,9
501 SRIF60_F_7 and under ,10,10,10
503 SRIF60_F_7 and under ,11,11,12
522 SRIF60_F_9 (S) ,12,14,11
515 SRIF60_F_9 (S) ,13,12,13
509 SRIF60_F_8 ,14,13,14
521 SRIF60_F_9 (S) ,15,15,15
506 SRIF60_F_7 and under ,16,16,16
508 SRIF60_F_8 ,17,17,17
507 SRIF60_F_8 ,18,18,18
500 SRIF60_F_7 and under ,19,19,19
499 SRIF60_F_7 and under ,20,20,20
504 SRIF60_F_7 and under ,21,21,21
523 SRIF60_F_9 (S) ,22,22,22
505 SRIF60_F_7 and under ,23,23,23
516 SRIF60_F_9 (S) ,24,24,24

Entry,Judge Info,d,diffL0.5,diffL1,diffL2,diffL3,diffL4,diffL5,diffL6,diffL7,diffL8,Total Clicks
519 SRIF60_F_9 (S) ,5063-31 Dm,2.08,0,7,3,1,0,0,0,0,0,11
519 SRIF60_F_9 (S) ,5063-32 Dm,2.19,0,7,2,2,0,0,0,0,0,11
523 SRIF60_F_9 (S) ,5063-31 Dm,0.3,0,2,0,0,0,0,0,0,0,2
523 SRIF60_F_9 (S) ,5063-32 Dm,0.45,0,3,0,0,0,0,0,0,0,3
515 SRIF60_F_9 (S) ,5063-31 Dm,1.06,0,4,2,0,0,0,0,0,0,6
515 SRIF60_F_9 (S) ,5063-32 Dm,1.06,0,4,2,0,0,0,0,0,0,6
505 SRIF60_F_7 and under ,5063-31 Dm,0.3,0,2,0,0,0,0,0,0,0,2
505 SRIF60_F_7 and under ,5063-32 Dm,0.3,0,2,0,0,0,0,0,0,0,2
503 SRIF60_F_7 and under ,5063-31 Dm,1.32,0,5,1,1,0,0,0,0,0,7
503 SRIF60_F_7 and under ,5063-32 Dm,1.32,0,5,1,1,0,0,0,0,0,7
510 SRIF60_F_8 ,5063-31 Dm,2.32,0,4,6,1,0,0,0,0,0,11
510 SRIF60_F_8 ,5063-32 Dm,2.39,0,6,5,1,0,0,0,0,0,12
502 SRIF60_F_7 and under ,5063-31 Dm,1.59,0,6,3,0,0,0,0,0,0,9
502 SRIF60_F_7 and under ,5063-32 Dm,1.67,0,5,4,0,0,0,0,0,0,9
501 SRIF60_F_7 and under ,5063-31 Dm,1.44,0,5,3,0,0,0,0,0,0,8
501 SRIF60_F_7 and under ,5063-32 Dm,1.44,0,5,3,0,0,0,0,0,0,8
513 SRIF60_F_9 (S) ,5063-31 Dm,4.99,1,4,6,4,3,0,0,0,0,18
513 SRIF60_F_9 (S) ,5063-32 Dm,5.33,0,4,8,4,3,0,0,0,0,19
499 SRIF60_F_7 and under ,5063-31 Dm,0.45,0,3,0,0,0,0,0,0,0,3
499 SRIF60_F_7 and under ,5063-32 Dm,0.53,0,2,1,0,0,0,0,0,0,3
518 SRIF60_F_9 (S) ,5063-31 Dm,3,0,7,7,1,0,0,0,0,0,15
518 SRIF60_F_9 (S) ,5063-32 Dm,3.41,0,9,6,2,0,0,0,0,0,17
508 SRIF60_F_8 ,5063-31 Dm,0.68,0,3,1,0,0,0,0,0,0,4
508 SRIF60_F_8 ,5063-32 Dm,0.68,0,3,1,0,0,0,0,0,0,4
514 SRIF60_F_9 (S) ,5063-31 Dm,2.73,0,3,4,4,0,0,0,0,0,11
514 SRIF60_F_9 (S) ,5063-32 Dm,3.23,0,4,7,3,0,0,0,0,0,14
517 SRIF60_F_9 (S) ,5063-31 Dm,3.97,0,4,8,3,1,0,0,0,0,16
517 SRIF60_F_9 (S) ,5063-32 Dm,4.23,0,5,7,1,3,0,0,0,0,16
500 SRIF60_F_7 and under ,5063-31 Dm,0.6,0,4,0,0,0,0,0,0,0,4
500 SRIF60_F_7 and under ,5063-32 Dm,0.68,0,3,1,0,0,0,0,0,0,4
511 SRIF60_F_9 (S) ,5063-31 Dm,3.45,0,4,5,5,0,0,0,0,0,14
511 SRIF60_F_9 (S) ,5063-32 Dm,4,0,5,6,4,1,0,0,0,0,16
520 SRIF60_F_9 (S) ,5063-31 Dm,2.17,0,3,6,1,0,0,0,0,0,10
520 SRIF60_F_9 (S) ,5063-32 Dm,2.02,0,2,6,1,0,0,0,0,0,9
516 SRIF60_F_9 (S) ,5063-31 Dm,0.3,0,2,0,0,0,0,0,0,0,2
516 SRIF60_F_9 (S) ,5063-32 Dm,0.3,0,2,0,0,0,0,0,0,0,2
521 SRIF60_F_9 (S) ,5063-31 Dm,0.76,0,2,2,0,0,0,0,0,0,4
521 SRIF60_F_9 (S) ,5063-32 Dm,0.76,0,2,2,0,0,0,0,0,0,4
509 SRIF60_F_8 ,5063-31 Dm,0.99,0,2,3,0,0,0,0,0,0,5
509 SRIF60_F_8 ,5063-32 Dm,0.91,0,3,2,0,0,0,0,0,0,5
504 SRIF60_F_7 and under ,5063-31 Dm,0.45,0,3,0,0,0,0,0,0,0,3
504 SRIF60_F_7 and under ,5063-32 Dm,0.45,0,3,0,0,0,0,0,0,0,3
506 SRIF60_F_7 and under ,5063-31 Dm,0.68,0,3,1,0,0,0,0,0,0,4
506 SRIF60_F_7 and under ,5063-32 Dm,0.76,0,2,2,0,0,0,0,0,0,4
507 SRIF60_F_8 ,5063-31 Dm,0.68,0,3,1,0,0,0,0,0,0,4
507 SRIF60_F_8 ,5063-32 Dm,0.68,0,3,1,0,0,0,0,0,0,4
522 SRIF60_F_9 (S) ,5063-31 Dm,0.91,0,3,2,0,0,0,0,0,0,5
522 SRIF60_F_9 (S) ,5063-32 Dm,1.36,0,6,2,0,0,0,0,0,0,8

